x,y,z,roll,pitch,throttle,yaw
-3.3640646934509277,0.033483926206827164,0.84458988904953,1681.1454594811028,1647.0809010468217,1428.6758295940099,1500
-3.3622183799743652,0.033072855323553085,0.8425372242927551,1769.7544279496565,1691.1026642675292,1435.2974698421665,1500
-3.3622183799743652,0.033072855323553085,0.8425372242927551,1689.3643819250074,1649.6947560858614,1424.4268540749617,1500
-3.363051652908325,0.0331072174012661,0.8435073494911194,1650.192397537833,1639.005947987286,1429.199822104167,1500
-3.3632967472076416,0.03317965567111969,0.8439399600028992,1664.9467134791855,1635.102584693014,1429.1972333680496,1500
-3.3636367321014404,0.03338586539030075,0.8443266153335571,1668.7337740050039,1644.9590431596382,1427.8719479953888,1500
-3.363097906112671,0.0332382395863533,0.843660831451416,1716.1441668217994,1664.347848653692,1434.7118343584127,1500
-3.362440347671509,0.033858101814985275,0.8436642289161682,1691.1019963315925,1627.6010183811704,1419.4343405476536,1500
-3.362440347671509,0.033858101814985275,0.8436642289161682,1686.450468154041,1648.1258846541473,1437.9613988499368,1500
-3.3622286319732666,0.037651315331459045,0.8461692333221436,1570.5149974851865,1602.6434605555146,1376.6609346634746,1500
-3.36160945892334,0.04201411455869675,0.8492695093154907,1586.843019345241,1582.0327611397383,1414.4640970992784,1500
-3.3611278533935547,0.04804753512144089,0.8535249829292297,1635.8640755034485,1612.1758483617546,1398.8344403147344,1500
-3.3611278533935547,0.04804753512144089,0.8535249829292297,1665.1460021024275,1640.4887209519313,1504.7993617925533,1500
-3.3604488372802734,0.057585228234529495,0.861146092414856,1670.9609525684195,1642.5842517954106,1292.7719144953517,1500
-3.3601763248443604,0.06011058762669563,0.8636245131492615,1661.026014561929,1632.2429335657553,1512.985177325714,1500
-3.3595592975616455,0.07102616131305695,0.8755348324775696,1638.807511788647,1641.49277218912,1304.9372921370161,1500
