x,y,z,roll,pitch,throttle,yaw
-3.558222532272339,0.02743520401418209,-0.029728924855589867,2900.1069314263286,2395.0113097009244,1692.3000820157818,1500
-3.558218002319336,0.02745164930820465,-0.029720235615968704,1735.6358980487007,1596.822691455915,1599.8727550820577,1500
-3.5582191944122314,0.027443742379546165,-0.029728751629590988,1735.9145041907173,1596.7960155514,1429.3500120175634,1500
-3.5582122802734375,0.027435265481472015,-0.029734808951616287,1735.831078005277,1597.3941371998944,1429.1705937896095,1500
-3.5582070350646973,0.027441950514912605,-0.029718177393078804,1735.5924001035298,1597.4058561147297,1429.061716339024,1500
-3.5582029819488525,0.027444299310445786,-0.029709545895457268,1735.681749378246,1596.6075334269897,1429.428632999947,1500
-3.5582094192504883,0.027455275878310204,-0.02971121296286583,1736.0983704475132,1596.5036988473928,1429.3642288890062,1500
-3.5582168102264404,0.027449680492281914,-0.029710574075579643,1736.2961660660008,1597.8829969269284,1429.8233398785692,1500
-3.55822491645813,0.027446912601590157,-0.02970471978187561,1735.6018790416356,1596.286376915668,1429.690277499084,1500
-3.5582163333892822,0.027444537729024887,-0.02970689721405506,1736.9286613080658,1597.8673231749524,1429.8345513668248,1500
-3.558229923248291,0.027452610433101654,-0.029720518738031387,1736.1763115770934,1597.0311021934745,1429.8046444799375,1500
-3.5582170486450195,0.027461670339107513,-0.02972342073917389,1736.813469405705,1597.54144795118,1430.0359072550466,1500
-3.5582051277160645,0.02748512104153633,-0.029739370569586754,1735.4466751394175,1601.13060745607,1429.9591954998489,1500
-3.558192014694214,0.02748783491551876,-0.029828693717718124,1731.7488067761246,1614.5400371293067,1430.5452450035473,1500
-3.5582001209259033,0.02755720540881157,-0.0296634491533041,1727.0599731454154,1605.76470821891,1429.4542379492343,1500
-3.55810284614563,0.028773030266165733,-0.027679644525051117,1672.3282461692274,1571.3813584042668,1413.6900890024729,1500
-3.55810284614563,0.028773030266165733,-0.027679644525051117,1729.8967217541674,1597.4967788952279,1445.739971575526,1500
-3.5572357177734375,0.03338862583041191,-0.024444401264190674,1655.9860258360213,1552.9119945977684,1364.5306320264801,1500
-3.5569167137145996,0.03489140048623085,-0.023428259417414665,1707.8711482182027,1584.133468004757,1466.9276717537587,1500
-3.5550782680511475,0.044690005481243134,-0.016011245548725128,1672.533639726431,1570.1741314307371,1309.1723174604222,1500
-3.554630994796753,0.04701437056064606,-0.014029614627361298,1714.7570505547603,1593.4360853377616,1519.1640871327024,1500
-3.5534071922302246,0.0518958605825901,-0.009328664280474186,1706.460887055029,1581.5704387410315,1389.0189280171169,1500
-3.5534071922302246,0.0518958605825901,-0.009328664280474186,1716.540642651159,1592.5685055667416,1490.6204444827083,1500
-3.549363136291504,0.0649130716919899,0.005819603335112333,1697.7700561405718,1581.597529670793,1246.616626003471,1500
-3.547269821166992,0.07046918570995331,0.013469915837049484,1709.5779959472895,1583.861478114744,1511.549035173493,1500
-3.543792247772217,0.07921194285154343,0.026325207203626633,1707.8673667296496,1587.6686594996302,1370.367217767121,1500
-3.5396950244903564,0.0881025418639183,0.0410170704126358,1707.316057679078,1584.947484977143,1412.8265004588825,1500
-3.538241147994995,0.0907750055193901,0.04622070863842964,1713.3804005818242,1588.7234741210123,1502.308501437881,1500
-3.5334315299987793,0.09913910925388336,0.0634130984544754,1679.051470056383,1591.1732992918116,1343.9779000860376,1500
-3.5263288021087646,0.10980623960494995,0.08875443786382675,1696.0366589277312,1586.7484381935346,1378.220916340446,1500
-3.5263288021087646,0.10980623960494995,0.08875443786382675,1709.2985723080767,1590.8223147899516,1561.8921545456515,1500
-3.520216464996338,0.11818423867225647,0.11016017943620682,1696.0722984453193,1592.440497946415,1309.1500355664275,1500
-3.5114541053771973,0.12840287387371063,0.14061538875102997,1694.8738389391542,1583.8249059574564,1387.5741359200676,1500
-3.508997917175293,0.1311766505241394,0.14913196861743927,1699.1732206972479,1588.873218780173,1513.4625523173347,1500
-3.4986512660980225,0.14150270819664001,0.18449851870536804,1690.3309525745824,1590.3365006078254,1311.6657593180469,1500
-3.377004384994507,0.03170688822865486,0.6148667335510254,3690.045715955796,3941.8468131069744,3524.130045586569,1500
-3.3781285285949707,0.031887177377939224,0.6167857646942139,1624.1140100243567,1611.8522622155224,70.49785128422968,1500
-3.378227949142456,0.0318920873105526,0.6169161200523376,1689.5199800383461,1635.3343446173035,1431.1299492010864,1500
-3.378227949142456,0.0318920873105526,0.6169161200523376,1694.132434157075,1638.2734662918901,1429.1439967998383,1500
-3.3771495819091797,0.03175622224807739,0.6152920126914978,1756.33826624769,1661.5564947439186,1431.094831961775,1500
-3.3771495819091797,0.03175622224807739,0.6152920126914978,1700.010384757966,1639.7171631550348,1427.6415803761804,1500
-3.377739667892456,0.03171403333544731,0.6162716150283813,1665.9196291346161,1624.7139703235748,1430.043556659144,1500
-3.378066062927246,0.03185504674911499,0.6167294979095459,1674.5018062577478,1629.9497965083362,1426.8308928571557,1500
-3.378066062927246,0.03185504674911499,0.6167294979095459,1695.1683932901017,1638.539823627385,1431.4786850734322,1500
-3.377248525619507,0.03173135966062546,0.6155720949172974,1743.5366401215006,1656.3385293294987,1431.5506193921603,1500
-3.377248525619507,0.03173135966062546,0.6155720949172974,1699.697335821466,1639.6507060508632,1428.3423123580199,1500
-3.3774452209472656,0.031664345413446426,0.6157890558242798,1689.7619241961256,1636.4260040925722,1430.952628395073,1500
-3.3775112628936768,0.03172030299901962,0.616042971611023,1688.941754256082,1635.839782897025,1428.4744369070088,1500
-3.3777079582214355,0.031680017709732056,0.6162760853767395,1689.5618226808642,1634.1695036932604,1431.4994960916015,1500
-3.3778600692749023,0.03192594647407532,0.6167730689048767,1686.0006605494866,1624.445376644448,1426.3066396955155,1500
-3.377960443496704,0.0322120264172554,0.617053747177124,1685.5570417824702,1634.3799641143385,1429.4273784804934,1500
-3.3780529499053955,0.03371018171310425,0.6182076334953308,1654.4159178137295,1620.0996884995927,1412.9494113190603,1500
-3.37766432762146,0.03892556205391884,0.6220066547393799,1591.082661001027,1570.323792224269,1374.3434820918517,1500
-3.3773889541625977,0.042766958475112915,0.6246594190597534,1658.5642302153217,1607.4611011588838,1440.800855969082,1500
-3.377185583114624,0.049181342124938965,0.6294219493865967,1655.7422472490143,1620.2938597589268,1387.2705110181782,1500
-3.377185583114624,0.049181342124938965,0.6294219493865967,1678.4442386019796,1631.4768288863052,1509.832272858509,1500
-3.3765621185302734,0.059306032955646515,0.6383846998214722,1667.7969704763511,1629.0288481361076,1278.2402222342319,1500
-3.376455545425415,0.06207647547125816,0.6412093043327332,1660.080017892258,1615.656066688058,1519.3450176976544,1500
-3.3756871223449707,0.07070216536521912,0.6507840156555176,1652.6593425312922,1609.4192037403675,1339.2697072887456,1500
-3.3745789527893066,0.08275924623012543,0.6658298969268799,1651.2159807772568,1621.6033603182843,1365.3490837959453,1500
-3.3657870292663574,0.0345630943775177,0.8430928587913513,3456.282197909807,3928.1301921603144,2732.4961049268486,1500
-3.364995241165161,0.03346461057662964,0.8433272838592529,1710.3959283516178,1672.2450226572957,855.953196905167,1500
-3.3619840145111084,0.03347662091255188,0.8419739007949829,1798.763955596074,1765.215412578867,1414.8427921088487,1500
-3.3618884086608887,0.03325251117348671,0.8422781229019165,1655.5567226486457,1641.8944325024024,1432.2246476626344,1500
-3.3618884086608887,0.03325251117348671,0.8422781229019165,1690.3712165978468,1648.1621028068655,1426.213106349826,1500
-3.3641862869262695,0.03353673592209816,0.8446089625358582,1584.4097177031601,1628.1537695780792,1425.141473494718,1500
-3.3640646934509277,0.033483926206827164,0.84458988904953,1684.0310066308166,1645.2098404333512,1433.4468259943144,1500
