actual_height,position_error,velocity_actual,velocity_goal,throttle
0.025795597583055496,0.2742044024169445,1.2897798791527748,2.742044024169445,1472.6132072508335
0.025786202400922775,0.2742137975990772,-0.00046975910663604736,2.7421379759907722,1537.1303867548704
0.025782113894820213,0.2742178861051798,-0.00020442530512809753,2.742178861051798,1537.1191643178463
0.025779306888580322,0.27422069311141967,-0.0001403503119945526,2.7422069311141968,1537.1173640713096
0.025785990059375763,0.2742140099406242,0.0003341585397720337,2.7421400994062424,1537.0902970433235
0.02578575909137726,0.27421424090862273,-1.1548399925231934e-05,2.7421424090862274,1537.1076978743076
0.025792952626943588,0.2742070473730564,0.0003596767783164978,2.742070473730564,1537.0855398476124
0.025783266872167587,0.2742167331278324,-0.00048428773880004883,2.742167331278324,1537.1325809508562
0.02578285150229931,0.2742171484977007,-2.076849341392517e-05,2.742171484977007,1537.109612673521
0.025779964402318,0.274220035597682,-0.00014435499906539917,2.74220035597682,1537.1172355487943
0.025782350450754166,0.2742176495492458,0.0001193024218082428,2.7421764954924583,1537.1028596535325
0.02580280788242817,0.2741971921175718,0.00102287158370018,2.7419719211757183,1537.047452479601
0.02578812465071678,0.2742118753492832,-0.0007341615855693817,2.742118753492832,1537.14264575392
0.02579640969634056,0.27420359030365943,0.00041425228118896484,2.7420359030365944,1537.0810825377703
0.02578682452440262,0.27421317547559737,-0.00047925859689712524,2.742131754755974,1537.1305506676435
0.025796039029955864,0.2742039609700441,0.0004607252776622772,2.7420396097004414,1537.078944221139
0.02579650841653347,0.2742034915834665,2.346932888031006e-05,2.7420349158346653,1537.1005723252892
0.02579682692885399,0.274203173071146,1.5925616025924683e-05,2.74203173071146,1537.1007902547717
0.02579590305685997,0.27420409694314,-4.6193599700927734e-05,2.7420409694314003,1537.104358151555
0.025803925469517708,0.2741960745304823,0.0004011206328868866,2.741960745304823,1537.0779812335968
0.02580372430384159,0.2741962756961584,-1.0058283805847168e-05,2.741962756961584,1537.0986407622695
0.02579801343381405,0.27420198656618594,-0.0002855435013771057,2.7420198656618595,1537.1152704581618
0.02580166794359684,0.27419833205640315,0.00018272548913955688,2.7419833205640316,1537.0900297537446
0.025797052308917046,0.27420294769108294,-0.00023078173398971558,2.7420294769108295,1537.113012932241
0.025802012532949448,0.27419798746705054,0.00024801120162010193,2.7419798746705055,1537.0865931734443
0.02579733356833458,0.2742026664316654,-0.0002339482307434082,2.742026664316654,1537.1130306273699
0.02579733356833458,0.2742026664316654,0.0,2.742026664316654,1537.1013332158327
0.02579725906252861,0.2742027409374714,-3.725290298461914e-06,2.742027409374714,1537.1015567332506
0.02578713558614254,0.27421286441385745,-0.0005061738193035126,2.7421286441385746,1537.131740897894
0.025790534913539886,0.2742094650864601,0.00016996636986732483,2.742094650864601,1537.0962342247367
0.025776196271181107,0.2742238037288189,-0.0007169321179389954,2.742238037288189,1537.1477484703064
0.025786180049180984,0.274213819950819,0.0004991888999938965,2.74213819950819,1537.0819505304098
0.025780027732253075,0.2742199722677469,-0.00030761584639549255,2.7421997226774693,1537.1253669261932
0.025780662894248962,0.274219337105751,3.175809979438782e-05,2.7421933710575104,1537.1080806478858
0.025776883587241173,0.2742231164127588,-0.0001889653503894806,2.7422311641275883,1537.121006473899
0.02579285018146038,0.2742071498185396,0.0007983297109603882,2.742071498185396,1537.0636584237218
0.025775983929634094,0.2742240160703659,-0.0008433125913143158,2.742240160703659,1537.1541736647487
0.025798821821808815,0.2742011781781912,0.0011418946087360382,2.742011781781912,1537.0434943586588
0.02577950991690159,0.2742204900830984,-0.0009655952453613281,2.742204900830984,1537.1585248038173
0.025776034221053123,0.27422396577894687,-0.0001737847924232483,2.7422396577894688,1537.1206721290946
0.02579210139811039,0.2742078986018896,0.0008033588528633118,2.742078986018896,1537.0637813583016
0.025773342698812485,0.2742266573011875,-0.0009379349648952484,2.742266573011875,1537.1602253988385
0.02579733356833458,0.2742026664316654,0.0011995434761047363,2.742026664316654,1537.0413560420275
0.025792358443140984,0.274207641556859,-0.0002487562596797943,2.74207641556859,1537.1162585914135
0.02579578198492527,0.2742042180150747,0.00017117708921432495,2.7420421801507473,1537.0935501530766
0.025782402604818344,0.27421759739518164,-0.0006689690053462982,2.7421759739518166,1537.1422471478581
0.025778595358133316,0.2742214046418667,-0.0001903623342514038,2.742214046418667,1537.120220437646
0.025768131017684937,0.27423186898231505,-0.0005232170224189758,2.7423186898231506,1537.1420953422785
0.025791537016630173,0.2742084629833698,0.0011702999472618103,2.7420846298336983,1537.0457164943218
0.025768084451556206,0.2742319155484438,-0.001172628253698349,2.742319155484438,1537.1745891869068
0.025786953046917915,0.2742130469530821,0.0009434297680854797,2.742130469530821,1537.0593519881368
0.02577725239098072,0.27422274760901927,-0.0004850327968597412,2.742227476090193,1537.1356254443526
0.02578846924006939,0.2742115307599306,0.0005608424544334412,2.742115307599306,1537.0777232572436
0.025795157998800278,0.2742048420011997,0.00033443793654441833,2.7420484200119972,1537.0856991037726
0.025787755846977234,0.27421224415302276,-0.00037010759115219116,2.7421224415302277,1537.124627456069
0.025798678398132324,0.27420132160186766,0.0005461275577545166,2.7420132160186768,1537.073354423046
0.025778623297810555,0.27422137670218943,-0.0010027550160884857,2.7422137670218945,1537.1608261018991
0.02579367347061634,0.27420632652938365,0.0007525086402893066,2.7420632652938366,1537.0655378326774
0.025811808183789253,0.27418819181621074,0.0009067356586456299,2.7418819181621075,1537.048759125173
0.025900838896632195,0.2740991611033678,0.004451535642147064,2.740991611033678,1536.8270037695765
0.026520762592554092,0.2734792374074459,0.030996184796094894,2.734792374074459,1535.1898094639182
0.028138184919953346,0.27186181508004664,0.08087111636996269,2.7186181508004665,1531.8873517215252
0.031911157071590424,0.26808884292840957,0.18864860758185387,2.6808884292840958,1524.611991085112
0.041056349873542786,0.2589436501264572,0.4572596400976181,2.589436501264572,1506.6088430583477
0.049467332661151886,0.2505326673388481,0.420549139380455,2.505326673388481,1504.2388767004013
0.06504636257886887,0.23495363742113112,0.778951495885849,2.3495363742113113,1478.5292439162731
0.07684732228517532,0.22315267771482467,0.5900479853153229,2.2315267771482468,1482.0739395916462
0.08992554992437363,0.21007445007562636,0.6539113819599152,2.1007445007562637,1472.3416559398174
0.10353820025920868,0.1964617997407913,0.6806325167417526,1.9646179974079132,1464.199274033308
0.12550915777683258,0.1744908422231674,1.098547875881195,1.7449084222316742,1432.318027317524
0.14844486117362976,0.15155513882637023,1.146785169839859,1.5155513882637024,1418.4383109211922
0.16439807415008545,0.13560192584991454,0.7976606488227844,1.3560192584991455,1427.917930483818
